Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B,Derived k_B Error,Pressure,HC-SRO4 Raw
5.101595244,0.564,0.0016129999999999999,297.9625,1.3599569770001405,0.01382429340155733,101700.8,0.001558
6.246152550000001,0.564,0.0016129999999999999,297.9,1.3602416369441752,0.01382730676112059,101699.5,0.001558
7.251507547,0.564,0.001612,297.9625,1.361644701055155,0.01384668630781437,101697.7,0.001557
8.254133084,0.564,0.0016209999999999998,297.9,1.3468484957866464,0.013649952114191894,101696.9,0.001566
9.258368190999999,0.564,0.001597,297.9,1.3876338994510862,0.014191947927864091,101692.5,0.001542
10.260214683000001,0.564,0.001616,297.9,1.3551955793161157,0.013760414682935358,101687.7,0.001561
11.265919808,0.564,0.001615,297.9,1.356874167014266,0.013782657833942747,101681.1,0.00156
12.270121212,0.564,0.001591,297.9,1.3981193210292728,0.014332202680390005,101677.9,0.001536
13.275832441999999,0.564,0.0016209999999999998,297.9,1.3468480180266535,0.01364994727222114,101680.4,0.001566
14.279668611000002,0.564,0.0016209999999999998,297.9,1.346848133861488,0.01364994844617645,101684.4,0.001566
15.280666405000002,0.564,0.001591,297.9,1.3981196547005894,0.014332206100874127,101689,0.001536
16.286414344,0.564,0.001591,297.9,1.3981197268361667,0.014332206840340136,101691.4,0.001536
17.290696419,0.564,0.001615,297.9,1.356874505405995,0.013782661271208725,101692.7,0.00156
18.296408511,0.564,0.0016209999999999998,297.9,1.3468484060374994,0.013649951204608103,101693.8,0.001566
19.301368597,0.564,0.0016209999999999998,297.9,1.3468484610456897,0.013649951762101514,101695.7,0.001566
20.304520423,0.564,0.001612,297.9,1.361929737664189,0.01384970474107643,101697.2,0.001557
21.307641606,0.564,0.001615,297.9,1.3568746658233857,0.01378266290067302,101698.2,0.00156
22.313333747,0.564,0.001619,297.9,1.3501782409665324,0.013693987626132569,101699.8,0.001564
23.31904493,0.564,0.001597,297.8375,1.387924705792647,0.014195044343228628,101701,0.001542
24.32552266,0.564,0.001622,297.9,1.345188423880933,0.01362801150539698,101701.8,0.001567
25.328628300000002,0.564,0.0015899999999999998,297.9,1.3998792639365802,0.01435577775542484,101702.8,0.001535
26.335029673,0.564,0.0015899999999999998,297.9,1.39987926995394,0.014355777817132933,101703,0.001535
27.338196679,0.564,0.001591,297.9,1.398120090467879,0.01433221056795002,101703.5,0.001536
28.340058538,0.564,0.0016209999999999998,297.8375,1.3471307084065596,0.013652930882014294,101703.8,0.001566
29.341330642000003,0.564,0.001597,297.9,1.3876342603477672,0.014191951618914667,101704.6,0.001542
30.344254808,0.564,0.001591,297.9,1.3981201205162177,0.014332210875977292,101704.5,0.001536
31.368902771,0.564,0.001591,297.9,1.398120123521019,0.014332210906779686,101704.6,0.001536
32.41145905,0.564,0.0015899999999999998,297.8375,1.4001724409250929,0.01435890757701895,101704.8,0.001535
33.416883117999994,0.564,0.001622,297.9,1.3451885077233001,0.01362801235479824,101704.7,0.001567
34.422178654999996,0.564,0.001597,297.9,1.3876342692945287,0.014191951710417169,101704.9,0.001542
35.426737628,0.564,0.001615,297.9,1.3568748583013657,0.013782664855797676,101704.8,0.00156
36.442805029999995,0.564,0.001615,297.9,1.356874852469066,0.013782664796555195,101704.6,0.00156
37.486626609,0.564,0.001616,297.9,1.35519605705557,0.013760419533816737,101704.1,0.001561
38.491729152,0.564,0.001597,297.8375,1.3879247982852958,0.014195045289200153,101704.1,0.001542
39.497874378999995,0.564,0.001597,297.9,1.3876342007013442,0.01419195100888422,101702.6,0.001542
40.504306977999995,0.564,0.001591,297.8375,1.39841276977224,0.014335333973867647,101701.2,0.001536
41.510915360999995,0.564,0.001591,297.9,1.3981199732737142,0.014332209366585804,101699.6,0.001536
42.541766089,0.564,0.001597,297.9,1.3876340963144613,0.014191949941273225,101699.1,0.001542
43.547828927,0.564,0.001597,297.8375,1.3879246282138213,0.014195043549788707,101698.4,0.001542
44.603295728999996,0.564,0.001622,297.9,1.3451883082284475,0.013628010333729594,101697.8,0.001567
45.609801088999994,0.564,0.001591,297.9,1.3981199041549954,0.014332208658045787,101697.3,0.001536
46.61643227,0.564,0.001591,297.8375,1.3984126224584124,0.01433533246373204,101696.3,0.001536
