Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B,Derived k_B Error,Pressure,HC-SRO4 Raw
5.3323706600000005,0.573,0.001637,298.025,1.3625626363607444,0.020784757842903963,101677.5,0.001582
6.338869181,0.573,0.001637,298.025,1.3625625895006286,0.020784757128091934,101675.9,0.001582
7.345430578,0.573,0.00163,298.025,1.374290667972906,0.020999712106746102,101674.5,0.001575
8.351840398,0.573,0.0016309999999999999,298.025,1.3726059399134614,0.020968805760942837,101673.4,0.001576
9.35851104,0.573,0.001637,298.025,1.3625624489114372,0.020784754983520948,101671.1,0.001582
10.364450326,0.573,0.001637,298.025,1.3625624196203523,0.02078475453670985,101670.1,0.001582
11.370274536,0.573,0.0016309999999999999,298.025,1.3726058100842415,0.020968803777588686,101669,0.001576
12.376888300000001,0.573,0.0016309999999999999,298.025,1.3726057805760343,0.020968803326802447,101668,0.001576
13.380213654999999,0.573,0.00163,298.025,1.3742904316268012,0.02099970849528291,101666.5,0.001575
14.386725146,0.573,0.0016359999999999999,298.025,1.3642285237666971,0.02081526352290426,101665.7,0.001581
15.38864233,0.573,0.0016359999999999999,298.025,1.3642285032357453,0.02081526320964503,101665,0.001581
16.405087811,0.573,0.00163,298.025,1.3742903488968818,0.020999707231136592,101663.7,0.001575
17.409317989999998,0.573,0.0016309999999999999,298.025,1.3726056212216893,0.02096880089240361,101662.6,0.001576
18.415033507,0.573,0.001637,297.9625,1.3628473598739903,0.020789220963927983,101661.8,0.001582
19.421708111,0.573,0.001637,297.9625,1.3628473393579423,0.02078922065097096,101661.1,0.001582
20.426112467,0.573,0.00163,298.025,1.374290248432999,0.020999705696008206,101660.3,0.001575
21.43277263,0.573,0.00163,298.025,1.374290230703382,0.020999705425092552,101659.7,0.001575
22.439301928,0.573,0.0016359999999999999,298.025,1.3642283272445652,0.02081526052438906,101659,0.001581
23.445892647,0.573,0.001637,298.025,1.362562085661277,0.020784749442442383,101658.7,0.001582
24.452508152,0.573,0.00163,298.025,1.3742901745582123,0.020999704567171863,101657.8,0.001575
25.459154062,0.573,0.001629,298.025,1.3759779582849614,0.021030676643028764,101657.3,0.001574
26.465708871,0.573,0.001637,298.025,1.362562032924053,0.02078474863797997,101656.9,0.001582
27.468773142999996,0.573,0.001637,298.025,1.3625620299941525,0.02078474859328678,101656.8,0.001582
28.470452135,0.573,0.0016309999999999999,298.025,1.3726054323353694,0.02096879800685544,101656.2,0.001576
