Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B,Derived k_B Error,Pressure
1.5723750700000032,0.47600000000000003,0.001346,295.48999999999995,1.401985915897207,0.01807092096128433,101250.2
2.580003599000001,0.47600000000000003,0.001325,295.48999999999995,1.446825361269103,0.018664775625729605,101252.5
3.634244223000003,0.47600000000000003,0.0013239999999999999,295.5,1.4489649089480958,0.01869306455917067,101256.5
4.635804259,0.47600000000000003,0.001349,295.5,1.3957034171578502,0.0179877110373665,101251.8
5.640160390000002,0.47600000000000003,0.001316,295.5,1.466652976719386,0.01892754117394155,101251.5
6.641862328000002,0.47600000000000003,0.0013239999999999999,295.48999999999995,1.4490139449530013,0.018693780145647522,101248
7.643760121000003,0.47600000000000003,0.001325,295.48999999999995,1.446825361269103,0.018664775625729605,101251
8.648276036000002,0.47600000000000003,0.001323,295.5,1.4511583830503731,0.018722135516340048,101252
9.654867996,0.47600000000000003,0.001325,295.48999999999995,1.446825361269103,0.018664775625729605,101249
10.656459515000002,0.47600000000000003,0.001349,295.48999999999995,1.3957506506824084,0.01798839970321866,101248.9
11.66180624,0.47600000000000003,0.001317,295.48999999999995,1.4644738864711624,0.018898714895959304,101255.2
12.668453634000002,0.47600000000000003,0.001343,295.5,1.4082153559080541,0.018153315411985557,101252.3
13.673935679000003,0.47600000000000003,0.001325,295.48999999999995,1.446825361269103,0.018664775625729605,101253.7
14.679718314000002,0.47600000000000003,0.001346,295.48999999999995,1.401985915897207,0.01807092096128433,101258.2
15.685681954000003,0.47600000000000003,0.001322,295.48999999999995,1.453406021298513,0.01875199203528806,101253.4
16.688710375,0.47600000000000003,0.00134,295.47999999999996,1.4146301906571093,0.018238371472698234,101251.4
17.694293541,0.47600000000000003,0.0013189999999999999,295.48999999999995,1.460031634525837,0.018839820152906653,101252.9
18.698070981,0.47600000000000003,0.001325,295.47999999999996,1.446874326524324,0.018665490159315186,101251.5
19.702155220999998,0.47600000000000003,0.0013239999999999999,295.46999999999997,1.4491120269203723,0.0186952114807631,101252.9
20.708926916000003,0.47600000000000003,0.001325,295.46999999999997,1.4469232950939428,0.018666204746875355,101253.4
21.716487,0.47600000000000003,0.0013239999999999999,295.46999999999997,1.4491120269203723,0.0186952114807631,101253.5
22.724048142,0.47600000000000003,0.0013189999999999999,295.46999999999997,1.4601304622670308,0.01884126263530302,101255.2
23.731754416,0.47600000000000003,0.0013189999999999999,295.46999999999997,1.4601304622670308,0.01884126263530302,101254.2
24.735979493000002,0.47600000000000003,0.001325,295.46999999999997,1.4469232950939428,0.018666204746875355,101252
25.746833072,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101250.7
26.754256626,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101252.2
27.757716215000002,0.47600000000000003,0.0013239999999999999,295.46,1.4491610728835118,0.01869592722941394,101251.4
28.765625603000004,0.47600000000000003,0.0013189999999999999,295.46,1.4601798811549436,0.01884198395822426,101251.9
29.772943896,0.47600000000000003,0.0013189999999999999,295.46,1.4601798811549436,0.01884198395822426,101252.9
30.780752658000004,0.47600000000000003,0.001325,295.45,1.4470212421777198,0.018667634083943643,101253.9
31.788558403000003,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101253.2
32.796043019,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101258.2
33.803424889,0.47600000000000003,0.0013239999999999999,295.46,1.4491610728835118,0.01869592722941394,101254.6
34.811115264,0.47600000000000003,0.0013189999999999999,295.46,1.4601798811549436,0.01884198395822426,101250.6
35.818803399000004,0.47600000000000003,0.0013189999999999999,295.46,1.4601798811549436,0.01884198395822426,101254.4
36.826354605,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101257.5
37.829843102,0.47600000000000003,0.0013239999999999999,295.45,1.4492101221667368,0.018696643032134898,101249.9
38.841510023000005,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101254.9
39.845993367,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101254.4
40.852847951,0.47600000000000003,0.0013189999999999999,295.45,1.4602293033881861,0.01884270533563568,101257.4
41.860064725,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101254.1
42.867881057,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101251.7
43.875653857,0.47600000000000003,0.001326,295.46,1.444788411255116,0.018637978892837546,101253.2
44.883141161000005,0.47600000000000003,0.0013239999999999999,295.46,1.4491610728835118,0.01869592722941394,101253.1
45.890663556,0.47600000000000003,0.001325,295.45,1.4470212421777198,0.018667634083943643,101254.9
46.898215075,0.47600000000000003,0.001318,295.45,1.4624482018931673,0.018872122788841934,101254.4
47.90582448000001,0.47600000000000003,0.001325,295.45,1.4470212421777198,0.018667634083943643,101250.3
48.913257740999995,0.47600000000000003,0.0013239999999999999,295.46,1.4491610728835118,0.01869592722941394,101256.4
49.921092073,0.47600000000000003,0.001325,295.46,1.4469722669782958,0.018666919388416154,101254.4
50.92793657200001,0.47600000000000003,0.001349,295.45,1.3959396167545939,0.017991154886918846,101252.9
51.933004254,0.47600000000000003,0.001318,295.45,1.4624482018931673,0.018872122788841934,101254.9
