Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B
3.0406458839997867,1.6,0.00461203100030616,294.54999999999995,1.4039967891817628
4.597386716999608,1.6,0.004606354999850737,294.54999999999995,1.4074589609910588
5.619905934999679,1.6,0.004629165999631368,294.54999999999995,1.393622151814603
6.949387600999671,1.6,0.004607604000284482,294.54999999999995,1.4066960140928004
7.973328016999858,1.6,0.004609323000295262,294.54999999999995,1.4056469838736483
9.012128016999668,1.6,0.004630988999906549,294.54999999999995,1.392525162158712
10.034630255999673,1.6,0.004607500000020082,294.54999999999995,1.406759518556608
11.056854891000057,1.6,0.0046043750003263995,294.54999999999995,1.4086697082755513
12.08863989099973,1.6,0.004632552999737527,294.54999999999995,1.3915850578682376
13.471645931999774,1.6,0.0046310419998008,294.54999999999995,1.3924932888723038
14.49938280699962,1.6,0.004554114999791636,294.54999999999995,1.4399339250913243
15.53583270199988,1.6,0.004634478999832936,294.54999999999995,1.3904286663791108
16.572175305999735,1.6,0.00461192700004176,294.54999999999995,1.4040601109488426
17.603722231999654,1.6,0.004632136000054743,294.54999999999995,1.391835619012166
18.635179627999605,1.6,0.0046118750001369335,294.54999999999995,1.4040917733003786
19.666755199999898,1.6,0.004628488999969704,294.54999999999995,1.3940298661792034
20.705076658000053,1.6,0.004605885000273702,294.54999999999995,1.4077462190825638
21.740943949999746,1.6,0.004601666999860754,294.54999999999995,1.4103281510362908
22.77705957399985,1.6,0.004635677000351279,294.54999999999995,1.3897101007738666
23.809619053000006,1.6,0.004635052000139694,294.54999999999995,1.3900849089386278
24.84115368799985,1.6,0.004610415999650286,294.54999999999995,1.404980584515423
25.872459989999697,1.6,0.004625780999958806,294.54999999999995,1.3956625149676516
26.90452629099991,1.6,0.004636719000245648,294.54999999999995,1.389085557830276
27.93589233299963,1.6,0.004603282000061881,294.54999999999995,1.4093387349194186
28.96763988399971,1.6,0.004628801999842835,294.54999999999995,1.393841343784467
30.000114518999908,1.6,0.00463255200020285,294.54999999999995,1.391585658374253
31.031937903999733,1.6,0.004629791999832378,294.54999999999995,1.393245310363624
32.06401743499964,1.6,0.004631978999896091,294.54999999999995,1.3919299726853274
33.09612863299981,1.6,0.004630937999991147,294.54999999999995,1.3925558337231012
34.128241548999995,1.6,0.004629478999959247,294.54999999999995,1.3934337118434879
35.16046863199972,1.6,0.004629478999959247,294.54999999999995,1.3934337118434879
36.19255769399979,1.6,0.004611301999830175,294.54999999999995,1.404440739819259
37.22451185999989,1.6,0.0046084890000201995,294.54999999999995,1.4061557910110474
38.25687868299974,1.6,0.0046070830003372976,294.54999999999995,1.4070141893846182
39.28843982799981,1.6,0.004606353999861312,294.54999999999995,1.4074595720792338
40.32421488,1.6,0.00462755200032916,294.54999999999995,1.394594457447109
41.356090347999725,1.6,0.0046132299999044335,294.65,1.4027908248403889
42.38832930599983,1.6,0.004611303000274347,294.54999999999995,1.4044401304190957
43.421127430999604,1.6,0.004607395000221004,294.54999999999995,1.4068236377171741
44.45329222199962,1.6,0.004625260000011622,294.65,1.395503179329068
45.48528263799972,1.6,0.004630207999980485,294.65,1.392522207306126
46.51703206499997,1.6,0.0046086980000836775,294.54999999999995,1.4060282582519743
47.548572428999705,1.6,0.004633696999917447,294.65,1.3904259628793574
48.58031341900005,1.6,0.004604271000061999,294.54999999999995,1.4087333464396339
49.612660032999884,1.6,0.004609999999956926,294.54999999999995,1.4052341627641294
50.64466930299977,1.6,0.004630208999969909,294.54999999999995,1.3929943682035042
51.67656727199983,1.6,0.0046280729998215975,294.65,1.393807286814177
52.708392427000035,1.6,0.004606093999882432,294.54999999999995,1.4076184701768886
53.74003810399972,1.6,0.004637031000129355,294.54999999999995,1.3888986365212999
54.77174148899985,1.6,0.004608645999724104,294.54999999999995,1.4060599874789468
55.80370247799965,1.6,0.004636770999695727,294.54999999999995,1.3890544019762991
56.8357265919999,1.6,0.004611509999904229,294.54999999999995,1.4043140493470114
57.867927008999686,1.6,0.004626874999758002,294.54999999999995,1.3950025991484793
58.89990554999986,1.6,0.004631771000276785,294.54999999999995,1.3920549906990336
59.932895965999705,1.6,0.0046047920000091835,294.54999999999995,1.4084145878601189
60.964787840999634,1.6,0.0046340100002453255,294.54999999999995,1.3907101260525023
61.99695778799969,1.6,0.004626510999969469,294.54999999999995,1.39522211689151
63.028758256999936,1.6,0.004607134999787377,294.54999999999995,1.4069824284089951
64.0609088809997,1.6,0.004604427000231226,294.54999999999995,1.4086378909496902
65.09295851599973,1.6,0.004606145999787259,294.54999999999995,1.4075866884603205
66.12504591199968,1.6,0.004629010000371636,294.65,1.393243077181998
67.15736997399972,1.6,0.004630625000118016,294.54999999999995,1.3927440953639125
68.18920033799986,1.6,0.004638488999717083,294.54999999999995,1.3880256387058751
69.22108992099993,1.6,0.0046129170000313025,294.65,1.4029811981969462
70.25362476400005,1.6,0.0046386459998757346,294.54999999999995,1.3879316817375627
71.28584919099967,1.6,0.004609791999882873,294.54999999999995,1.4053609777719034
72.31819226399966,1.6,0.004627186999641708,294.54999999999995,1.3948144822752546
73.35052679399996,1.6,0.004629009999916889,294.54999999999995,1.393716084781305
74.38270762699995,1.6,0.004605781999998726,294.65,1.4073313930386386
75.41511882499981,1.6,0.004608384999755799,294.65,1.4057420081716612
76.44909523099977,1.6,0.00461020800003098,294.65,1.404630491557329
77.48105908499974,1.6,0.004597395000018878,294.65,1.4124708490561901
78.51405486499971,1.6,0.0046040100000936945,294.65,1.408414914144036
79.54669262499965,1.6,0.004606614999829617,294.65,1.4068224723582
