Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B,Derived k_B Error,Pressure
4.336359221,1.776,0.005105,294.4,1.4091870277675262,0.0073260414505440736,101115
5.718765117999999,1.776,0.005084,294.4,1.4208526625971976,0.00739818495846937,101115
7.10155845,1.776,0.005084,294.4,1.4208526625971976,0.00739818495846937,101115
8.56781341,1.776,0.00513,294.4,1.3954857292136893,0.0072414900547437214,101115
9.922927462,1.776,0.005088,294.4,1.4186194958573226,0.007384363485536295,101115
11.256441409,1.776,0.0051069999999999996,294.3375,1.408381935772889,0.007320902528160355,101117
12.711670489,1.776,0.005105999999999999,294.4,1.408635167708147,0.007322632047909979,101117
13.944198811,1.776,0.0051069999999999996,294.4,1.408083572975148,0.007319224659425757,101117
15.394659140000002,1.776,0.005084,294.4,1.4208527219394775,0.007398185267456484,101117
16.806968773,1.776,0.005109,294.4,1.4069812962754433,0.007312416529165825,101115
18.293030827000003,1.776,0.005108,294.4625,1.4072341237597255,0.007314142950360679,101115
19.520754825,1.776,0.005085,294.4,1.4202938768164295,0.007394726046319455,101115
20.903420687,1.776,0.005085999999999999,294.4625,1.4194347163114087,0.007389576084991343,101115
22.333122680000002,1.776,0.0050929999999999994,294.4625,1.4155355550877224,0.007365451725562415,101115
23.6046041,1.776,0.005085999999999999,294.4625,1.4194347163114087,0.007389576084991343,101115
25.127362220000002,1.776,0.0051069999999999996,294.3375,1.4083818769389513,0.007320902222335981,101115
26.507240192,1.776,0.005085999999999999,294.4,1.4197354206055661,0.007391269498189152,101115
27.787490754,1.776,0.005108,294.4,1.407532243383807,0.007315819283453228,101115
29.301023609,1.776,0.005105999999999999,294.4625,1.4083367556617867,0.007320953866716908,101115
30.606201867,1.776,0.005085999999999999,294.4,1.4197354206055661,0.007391269498189152,101115
31.972826772999998,1.776,0.005109,294.4,1.4069812962754433,0.007312416529165825,101115
33.408886538999994,1.776,0.005135,294.4,1.3927694561360564,0.0072247511276560365,101115
34.790301586,1.776,0.0050929999999999994,294.4,1.41583543335271,0.007367139676597284,101115
36.301542585,1.776,0.005084,294.4,1.4208526625971976,0.00739818495846937,101115
37.630649149,1.776,0.005108,294.4,1.407532243383807,0.007315819283453228,101115
38.901455326,1.776,0.005085,294.4,1.4202938768164295,0.007394726046319455,101115
40.296867102,1.776,0.0050869999999999995,294.4,1.4191772937054858,0.007387815311965107,101115
41.658016437,1.776,0.005082,294.4,1.4219712239062088,0.007405109883293103,101115
43.033061571999994,1.776,0.005085999999999999,294.4625,1.4194347163114087,0.007389576084991343,101115
44.344229582,1.776,0.005085,294.4,1.4202938768164295,0.007394726046319455,101115
45.730750195,1.776,0.005085,294.4,1.4202938768164295,0.007394726046319455,101115
47.106916116,1.776,0.005084,294.4,1.4208526625971976,0.00739818495846937,101115
48.492052222999995,1.776,0.005105999999999999,294.4,1.4086351088761357,0.007322631742078362,101115
49.944341185,1.776,0.005104,294.4,1.4097392710944325,0.007329453481200982,101115
51.298153459,1.776,0.005083,294.4,1.421411778207247,0.007401646236754581,101115
52.64728184,1.776,0.005105999999999999,294.4,1.4086351088761357,0.007322631742078362,101115
54.07976727,1.776,0.005085999999999999,294.4,1.4197354206055661,0.007391269498189152,101115
55.399725224,1.776,0.005108,294.4,1.407532243383807,0.007315819283453228,101115
56.777305752,1.776,0.005085,294.4,1.4202938174951418,0.0073947257374645916,101113
58.166022819999995,1.776,0.005085999999999999,294.4625,1.4194347163114087,0.007389576084991343,101115
59.537279432,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
60.95362099,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
62.348705931999994,1.776,0.005109,294.4,1.4069813550383823,0.007312416834570799,101117
63.887724825,1.776,0.005092,294.4,1.416391648971361,0.007370580043468282,101117
65.134017388,1.776,0.005085,294.4,1.420293936135372,0.007394726355162108,101117
66.750329983,1.776,0.005109,294.4,1.4069813550383823,0.007312416834570799,101117
68.00164649700001,1.776,0.005108,294.4,1.4075323021697563,0.007315819589000319,101117
69.30893923000001,1.776,0.005085999999999999,294.4,1.4197354206055661,0.007391269498189152,101115
70.731798361,1.776,0.005109,294.4,1.4069813550383823,0.007312416834570799,101117
72.08799758900001,1.776,0.005135,294.4625,1.3924744633152444,0.007223095413219969,101115
73.44173636100001,1.776,0.0050869999999999995,294.4,1.419177412247758,0.007387815929060954,101119
74.88190682300001,1.776,0.005109,294.4,1.4069814137989973,0.007312417139963695,101119
76.30137166600001,1.776,0.005115,294.4,1.4036825138576274,0.007292049133214682,101119
77.661876586,1.776,0.005085999999999999,294.4625,1.419434834849991,0.007389576702103115,101119
78.925801585,1.776,0.005109,294.4,1.4069814137989973,0.007312417139963695,101119
80.29736435400001,1.776,0.005135,294.4,1.3927694561360564,0.0072247511276560365,101115
81.679735617,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
83.058448133,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
84.43607029900001,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
85.810829782,1.776,0.005108,294.4,1.4075323021697563,0.007315819589000319,101117
87.306016514,1.776,0.005085,294.4,1.4202938768164295,0.007394726046319455,101115
88.63874348200001,1.776,0.005084,294.4,1.4208527219394775,0.007398185267456484,101117
89.980128547,1.776,0.005083,294.4625,1.4211107781958945,0.007399950783685421,101117
91.341296672,1.776,0.0051069999999999996,294.4,1.408083572975148,0.007319224659425757,101117
92.736211775,1.776,0.005105999999999999,294.4,1.408635167708147,0.007322632047909979,101117
94.11157813,1.776,0.0051069999999999996,294.4,1.408083572975148,0.007319224659425757,101117
95.53030581200001,1.776,0.005108,294.4,1.4075323021697563,0.007315819589000319,101117
96.92776460900001,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
98.296298715,1.776,0.005085999999999999,294.3375,1.4200362523334502,0.007392963683377202,101115
99.67293698900001,1.776,0.005085999999999999,294.4,1.4197354206055661,0.007391269498189152,101115
101.06020483100001,1.776,0.005085999999999999,294.4,1.4197354799011843,0.00739126980688744,101117
102.434222727,1.776,0.0051069999999999996,294.4,1.408083572975148,0.007319224659425757,101117
103.80796848300001,1.776,0.005105999999999999,294.4,1.408635167708147,0.007322632047909979,101117
105.300619119,1.776,0.0051069999999999996,294.3375,1.408381935772889,0.007320902528160355,101117
