Time,Exp Distance,Measured Time Diff,Temperature,Derived k_B,Derived k_B Error,Pressure,HC-SRO4 Raw
5.237136479,0.802,0.002276,297.65,1.3825916201818762,0.008379213420830086,101623.5,0.002221
6.2414779110000005,0.802,0.002277,297.65,1.381377486401524,0.0083691896580372,101623.4,0.002222
7.247187766,0.802,0.002277,297.65,1.381377486401524,0.0083691896580372,101623.4,0.002222
8.250413469,0.802,0.002277,297.65,1.3813774685450295,0.008369189549852154,101622.8,0.002222
9.301802611,0.802,0.002278,297.65,1.3801649393246445,0.008359182529061902,101622.9,0.002223
10.304202630999999,0.802,0.0022719999999999997,297.65,1.3874641677046673,0.008419476061727185,101622.9,0.002217
11.309888896,0.802,0.002277,297.65,1.3813774566405832,0.008369189477728082,101622.4,0.002222
12.327645964,0.802,0.002277,297.7125,1.381088090241819,0.008367314566418548,101622.3,0.002222
13.334113374,0.802,0.002277,297.65,1.3813774477121872,0.008369189423634656,101622.1,0.002222
14.337785975000001,0.802,0.002277,297.65,1.3813774298552364,0.008369189315446845,101621.5,0.002222
15.344427456,0.802,0.002277,297.65,1.3813774268790575,0.00836918929741542,101621.4,0.002222
16.346933891000003,0.802,0.002271,297.7125,1.388395394437499,0.008427695409715084,101621.4,0.002216
17.395858369000003,0.802,0.002271,297.65,1.3886862769016375,0.00842958352558229,101621.0,0.002216
18.402475333,0.802,0.002277,297.65,1.3813772899684984,0.008369188467931481,101616.8,0.002222
19.409002811,0.802,0.002277,297.7125,1.3810878105772075,0.008367312872072045,101612.9,0.002222
20.415466408,0.802,0.002278,297.65,1.3801645437998404,0.00835918013350472,101609.6,0.002223
21.420758882,0.802,0.002278,297.7125,1.37987535128368,0.008357306940128836,101606.8,0.002223
22.426403071000003,0.802,0.002276,297.65,1.3825910839255058,0.008379210170841797,101605.5,0.002221
24.429950269000003,0.802,0.0022719999999999997,297.65,1.3874638687545202,0.008419474247623682,101612.9,0.002217
25.436569198,0.802,0.002277,297.7125,1.3810879295897456,0.00836731359310885,101616.9,0.002222
26.439547584000003,0.802,0.002278,297.7125,1.379875713967572,0.008357309136747974,101619.0,0.002223
27.441133424,0.802,0.002277,297.65,1.381377411998075,0.008369189207257757,101620.9,0.002222
28.442620675,0.802,0.002278,297.65,1.380164924457163,0.0083591824390147,101622.4,0.002223
