Time,Temp BME680,Temp MCP9808,Temp BMP280,Pressure BME680,Pressure BMP280,Humidity BME680
2019-05-21 15:52:24.239568,22.4,21,21.67,100850,100892.1,38.721
2019-05-21 15:52:25.640279,22.4,21,21.67,100852,100892.3,38.709
2019-05-21 15:52:27.044970,22.4,20.9375,21.67,100852,100893,38.715
2019-05-21 15:52:28.446027,22.39,21,21.67,100852,100893.2,38.713
2019-05-21 15:52:29.846736,22.39,21,21.66,100850,100892.7,38.694
2019-05-21 15:52:31.247578,22.39,21,21.66,100850,100892.4,38.707
2019-05-21 15:52:32.652243,22.39,21,21.66,100848,100891.6,38.713
2019-05-21 15:52:34.057168,22.39,20.9375,21.66,100846,100890.6,38.707
2019-05-21 15:52:35.462098,22.43,21.875,21.75,100846,100889.4,38.937
2019-05-21 15:52:36.870935,22.45,21.625,21.86,100844,100889.1,41.214
2019-05-21 15:52:38.271524,22.46,21.25,21.89,100846,100890.1,43.448
2019-05-21 15:52:39.680714,22.47,21.1875,21.9,100846,100890.6,44.475
2019-05-21 15:52:41.085573,22.47,21.1875,21.9,100848,100891.2,44.819
2019-05-21 15:52:42.490501,22.48,21.1875,21.9,100848,100892.1,44.837
2019-05-21 15:52:43.895336,22.48,21.1875,21.9,100848,100892.4,44.646
2019-05-21 15:52:45.400991,22.49,21.25,21.91,100846,100892.4,44.32
2019-05-21 15:52:46.705017,22.49,21.1875,21.91,100846,100893,43.923
2019-05-21 15:52:48.109833,22.49,21.25,21.92,100848,100893.4,43.496
2019-05-21 15:52:49.514718,22.49,21.1875,21.92,100848,100893.2,43.053
2019-05-21 15:52:50.923692,22.49,21.1875,21.92,100848,100892.8,42.611
2019-05-21 15:52:52.400693,22.49,21.1875,21.92,100846,100893.2,42.2
2019-05-21 15:52:53.733347,22.49,21.1875,21.92,100848,100894,41.783
2019-05-21 15:52:55.138248,22.49,21.125,21.92,100848,100894.2,41.412
2019-05-21 15:52:56.543184,22.49,21.1875,21.92,100848,100894.6,41.141
2019-05-21 15:52:57.952157,22.48,21.125,21.91,100848,100894.5,40.893
2019-05-21 15:52:59.404926,22.5,21.25,21.92,100848,100894.3,40.737
2019-05-21 15:53:00.757668,22.53,21.25,21.93,100848,100894.6,41.67
2019-05-21 15:53:02.166623,22.57,21.4375,21.96,100848,100893.3,43.191
2019-05-21 15:53:03.567365,22.6,21.5,21.99,100846,100893.1,45.095
2019-05-21 15:53:04.972222,22.62,21.4375,22,100850,100892.8,46.656
2019-05-21 15:53:06.406569,22.63,21.375,22.01,100852,100893.4,47.312
2019-05-21 15:53:07.782005,22.64,21.375,22.02,100852,100894.6,47.336
2019-05-21 15:53:09.186828,22.65,21.375,22.03,100852,100894.6,47.049
2019-05-21 15:53:10.595695,22.65,21.3125,22.03,100854,100895.2,46.672
2019-05-21 15:53:12.000610,22.66,21.3125,22.04,100854,100896.3,46.196
2019-05-21 15:53:13.409217,22.66,21.3125,22.04,100854,100896.8,45.707
2019-05-21 15:53:14.814434,22.66,21.3125,22.04,100854,100896.8,45.129
2019-05-21 15:53:16.219290,22.66,21.375,22.03,100854,100896.2,44.498
2019-05-21 15:53:17.628242,22.65,21.3125,22.03,100854,100895.8,43.899
2019-05-21 15:53:19.033063,22.65,21.3125,22.03,100856,100897.4,43.37
2019-05-21 15:53:20.438018,22.65,21.25,22.02,100856,100898.1,42.903
2019-05-21 15:53:21.846684,22.65,21.3125,22.02,100856,100898.2,42.467
2019-05-21 15:53:23.251704,22.64,21.3125,22.01,100856,100897.9,42.045
